id,name,is_real_startup,country,city,sector,founded_year,website,description,employees,crunchbase_id,fiscal_year,currency,revenue,cogs,gross_profit,operating_expenses,ebitda,depreciation,ebit,interest_expense,taxes,net_income,cash,total_assets,total_liabilities,equity,mrr,arr,cac,ltv,churn_rate,customers_count,arpu,burn_rate_monthly,runway_months,gross_margin_pct
2165,Thompson Ltd,False,CA,Marymouth,Fintech,2011,https://thompsonltd.com,Animal scene center guess discover.,22,thompson-ltd,2023,USD,2356128,965294,1390834,932231,458603,9859,448744,23561,47122,401622,79364,1375615,312022,1063593,,2356128,536.05,3175.84,0.1,9817,20.0,66312.52,1.2,0.5903
2166,Hayes Perkins and Harris,False,GB,Sandramouth,E-commerce,2012,https://hayesperkinsandharris.com,Positive entire work small too tell seat.,24,hayes-perkins-and-harris,2023,USD,435947,151717,284230,215944,68286,0,68286,4359,8718,59568,22305,334015,64205,269810,,435947,1773.96,8924.51,0.001,1816,20.0,33973.49,0.66,0.652
2167,Robinson and Sons,False,ZA,Gonzalezshire,SaaS,2018,https://robinsonandsons.com,Listen born organization site remember serious exist staff apply become condition.,17,robinson-and-sons,2023,USD,596533,274272,322261,194458,127803,0,127803,5965,11930,115873,22355,378890,82798,296092,49711.08,596533,782.57,2146.65,0.0253,1280,38.83,1000.0,22.36,0.5402
2168,Graham-Webb,False,TN,Lake Morganmouth,Energy,2017,https://graham-webb.com,Hot with energy thing little.,10,graham-webb,2023,USD,1448163,534368,913795,355162,558633,34290,524343,14481,28963,495380,73750,929213,597227,331986,,1448163,2009.93,6976.51,0.001,6034,20.0,54032.79,1.36,0.631
2169,Harrison Holmes and Forbes,False,EG,South Christopherview,Cybersecurity,2016,https://harrisonholmesandforbes.com,Threat language pretty especially water month.,21,harrison-holmes-and-forbes,2023,USD,2641471,594773,2046698,931069,1115629,18689,1096940,26414,52829,1044111,75823,1491255,1040927,450328,,2641471,20.0,77.03,0.122,11006,20.0,111443.98,0.68,0.7748
2170,Wyatt Inc,False,GB,Elizabethburgh,EdTech,2011,https://wyattinc.com,All set ahead idea month free series art.,23,wyatt-inc,2023,USD,132886,40085,92801,10656,82145,0,82145,1328,2657,79488,30735,190531,68985,121546,11073.83,132886,178.16,726.69,0.001,247,44.67,9880.79,3.11,0.6984
2171,Fields Ltd,False,GB,East Carolbury,HealthTech,2008,https://fieldsltd.com,Two television now camera man effect our open.,24,fields-ltd,2023,USD,916813,248500,668313,420095,248218,27066,221152,9168,18336,202816,24787,546152,66723,479429,76401.08,916813,225.86,1394.08,0.0075,1071,71.33,12506.56,1.98,0.729
2172,Choi-Garcia,False,AU,East Tyrone,IoT,2016,https://choi-garcia.com,Knowledge free really sing activity official serve physical send.,22,choi-garcia,2023,USD,302204,93751,208453,46301,162152,0,162152,3022,6044,156108,4207,303516,131913,171603,,302204,438.15,2495.57,0.1182,1259,20.0,28797.4,0.15,0.6898
2173,Cox Tanner and Cardenas,False,KE,Billyton,IoT,2015,https://coxtannerandcardenas.com,Month seven quite feeling most especially why south direction.,25,cox-tanner-and-cardenas,2023,USD,579468,232066,347402,242093,105309,0,105309,5794,11589,93720,37466,461777,318703,143074,,579468,20.0,127.77,0.0082,261,184.43,23056.27,1.62,0.5995
2174,Skinner Bell and Lewis,False,KE,Donnatown,EdTech,2015,https://skinnerbellandlewis.com,There per look method pass country term.,14,skinner-bell-and-lewis,2023,USD,129887,40876,89011,6929,82082,20996,61086,1298,2597,58489,14280,104139,10661,93478,10823.92,129887,146.93,724.02,0.0344,247,43.74,1000.0,14.28,0.6853
2175,Booth Hunter and Conner,False,BR,Laraview,SaaS,2019,https://boothhunterandconner.com,School bar manage mind second me environment.,19,booth-hunter-and-conner,2023,USD,579565,110227,469338,312347,156991,14288,142703,5795,11591,131112,25784,334865,35994,298871,48297.08,579565,10.0,36.23,0.0163,9659,5.0,22605.92,1.14,0.8098
2176,Mcknight-Oneal,False,FR,Wendyshire,Cybersecurity,2023,https://mcknight-oneal.com,Agency yet will almost phone he.,21,mcknight-oneal,2023,EUR,1422947,563336,859611,961182,-101571,1871,-103442,14229,28458,-131900,61262,927862,302195,625667,,1422947,20.0,43.14,0.001,3131,37.87,55634.85,1.1,0.6041
2177,Kirk LLC,False,GB,South Christine,AI/ML,2023,https://kirkllc.com,Buy gun deal treatment also.,31,kirk-llc,2023,USD,1407792,544372,863420,543127,320293,0,320293,14077,28155,292138,65532,929171,466535,462636,,1407792,252.52,790.84,0.0305,717,163.53,71995.92,0.91,0.6133
2178,Lawson PLC,False,ZA,Jamesbury,Marketplaces,2019,https://lawsonplc.com,Where state close early.,30,lawson-plc,2023,USD,1051611,606415,445196,293014,152182,22691,129491,10516,21032,108459,79565,694923,306002,388921,,1051611,635.23,2990.44,0.0138,4381,20.0,30416.96,2.62,0.4233
2179,Gomez-Costa,False,GB,North Scott,Energy,2023,https://gomez-costa.com,Bring good source success sound radio decade clear brother term.,22,gomez-costa,2023,USD,454444,222093,232351,22722,209629,40861,168768,4544,9088,159680,7255,285448,110735,174713,,454444,421.64,1167.16,0.0497,640,59.13,13987.79,0.52,0.5113
2180,Lynch Lewis and Hansen,False,EG,Adamport,HealthTech,2013,https://lynchlewisandhansen.com,Customer professor mother record serve realize.,20,lynch-lewis-and-hansen,2023,USD,3437525,1348249,2089276,1227773,861503,26599,834904,34375,68750,766154,105712,2019243,434862,1584381,286460.42,3437525,321.98,1718.98,0.0455,3259,87.89,118894.81,0.89,0.6078
2181,Mahoney-Martinez,False,DE,West Allisonville,EdTech,2009,https://mahoney-martinez.com,Note travel argue whether father.,21,mahoney-martinez,2023,EUR,990432,479256,511176,721573,-210397,0,-210397,9904,19808,-230205,395699,1023295,719393,303902,82536.0,990432,93.94,232.07,0.057,2086,39.55,72401.81,5.47,0.5161
2182,Fletcher-Robinson,False,TN,Scottfort,SaaS,2016,https://fletcher-robinson.com,Language daughter specific wait character store forget quite door stop.,28,fletcher-robinson,2023,USD,357670,132824,224846,260011,-35165,0,-35165,3576,7153,-42318,1876,306526,129310,177216,29805.83,357670,159.99,938.22,0.044,539,55.25,65744.02,0.03,0.6286
2183,Hodge-Nichols,False,TN,Thomasborough,EdTech,2014,https://hodge-nichols.com,That job ever capital great what mean continue gun position.,18,hodge-nichols,2023,USD,1479227,817374,661853,347877,313976,0,313976,14792,29584,284392,61840,922018,582451,339567,123268.92,1479227,10.0,10.0,0.0484,1672,73.7,40678.36,1.52,0.4474
2184,Barnes Rose and Fox,False,AU,West Rebeccashire,EdTech,2010,https://barnesroseandfox.com,During view buy institution risk.,18,barnes-rose-and-fox,2023,USD,2240830,619181,1621649,1318690,302959,0,302959,22408,44816,258143,121338,1305380,464284,841096,186735.83,2240830,408.89,1514.63,0.0365,1822,102.48,94529.53,1.28,0.7237
2185,Murphy Turner and Harmon,False,GB,Hughesmouth,Mobility,2023,https://murphyturnerandharmon.com,Station several mention example.,18,murphy-turner-and-harmon,2023,USD,1651566,330835,1320731,774683,546048,0,546048,16515,33031,513017,33542,1020716,278759,741957,,1651566,1027.32,2353.99,0.0168,607,226.73,46124.68,0.73,0.7997
2186,Wilson Marquez and Nguyen,False,ZA,New Ashleyview,E-commerce,2022,https://wilsonmarquezandnguyen.com,Imagine fact down forward kitchen surface other.,25,wilson-marquez-and-nguyen,2023,USD,1797932,444835,1353097,715304,637793,0,637793,17979,35958,601835,43990,1027405,359712,667693,,1797932,20.0,74.58,0.001,749,199.82,76483.87,0.58,0.7526
2187,Reed-Bell,False,DE,West Michelle,Energy,2020,https://reed-bell.com,Member teach meet Republican professional land simply feel should later.,13,reed-bell,2023,EUR,354264,216713,137551,363585,-226034,0,-226034,3542,7085,-233119,5880,196420,71853,124567,,354264,1825.11,5730.69,0.0298,1238,23.83,40811.33,0.14,0.3883
2188,Peck-Nelson,False,AU,West Justin,SaaS,2020,https://peck-nelson.com,Call method chance eye only specific.,19,peck-nelson,2023,USD,679201,351723,327478,350232,-22754,15589,-38343,6792,13584,-51927,29161,559725,27986,531739,56600.08,679201,81.28,458.45,0.0421,701,80.66,9137.47,3.19,0.4822
2189,Carlson-Gilbert,False,ZA,South Bryanport,E-commerce,2020,https://carlson-gilbert.com,Throughout outside exist story notice say left enter.,24,carlson-gilbert,2023,USD,8621926,4172533,4449393,3821762,627631,30190,597441,86219,172438,425003,2390443,6725896,481075,6244821,,8621926,57.32,80.5,0.0438,35924,20.0,281270.72,8.5,0.5161
2190,Bruce Garcia and Simmons,False,KE,Lake Anne,Cybersecurity,2024,https://brucegarciaandsimmons.com,Probably major child hair determine top us since issue.,18,bruce-garcia-and-simmons,2023,USD,513239,138783,374456,389949,-15493,4182,-19675,5132,10264,-29939,4583,448120,126080,322040,,513239,610.88,1819.47,0.0099,378,112.89,1000.0,4.58,0.7296
2191,Hanson-Moody,False,BR,Turnerberg,Cybersecurity,2009,https://hanson-moody.com,Make quickly however culture artist executive.,17,hanson-moody,2023,USD,708431,192244,516187,190392,325795,13487,312308,7084,14168,298140,28617,438198,194852,243346,,708431,58.21,305.3,0.0748,718,82.13,1000.0,28.62,0.7286
2192,Fry-Steele,False,NG,West Dakota,Fintech,2022,https://fry-steele.com,Argue executive hair new so.,14,fry-steele,2023,USD,688913,408901,280012,329451,-49439,0,-49439,6889,13778,-63217,11205,536618,130771,405847,,688913,1852.13,6723.12,0.001,427,134.43,65296.88,0.17,0.4065
2193,Kelly-Richmond,False,EG,Sandraburgh,SaaS,2015,https://kelly-richmond.com,Interest next wide Democrat health wide.,16,kelly-richmond,2023,USD,2478127,742444,1735683,1423288,312395,13502,298893,24781,49562,249331,192409,1542414,985396,557018,206510.58,2478127,676.52,4156.83,0.0605,2800,73.75,85500.86,2.25,0.7004
2194,Webb Waller and Duran,False,NG,Hicksside,AI/ML,2020,https://webbwallerandduran.com,Green account write season before me service anything cut list have.,12,webb-waller-and-duran,2023,USD,477475,100658,376817,264893,111924,24934,86990,4774,9549,77441,5908,416393,155579,260814,,477475,390.69,1413.46,0.0581,1989,20.0,25468.39,0.23,0.7892
2195,Becker-Hansen,False,ZA,North Connie,SaaS,2020,https://becker-hansen.com,Lead discuss hospital himself animal visit race drug attention quite.,25,becker-hansen,2023,USD,784412,350300,434112,56812,377300,0,377300,7844,15688,361612,52573,623624,214368,409256,65367.67,784412,421.47,1821.21,0.0101,2262,28.89,1000.0,52.57,0.5534
2196,Mills PLC,False,NG,Debbietown,Marketplaces,2009,https://millsplc.com,Almost head several culture bad.,13,mills-plc,2023,USD,2359119,344195,2014924,919655,1095269,8968,1086301,23591,47182,1039119,64247,1263122,297264,965858,,2359119,604.02,3028.38,0.0733,1507,130.43,87203.43,0.74,0.8541
2197,Wood and Sons,False,DE,North Evan,AgriTech,2022,https://woodandsons.com,Any particularly couple question down describe number.,14,wood-and-sons,2023,EUR,313504,148102,165402,205820,-40418,977,-41395,3135,6270,-47665,14767,301870,51174,250696,,313504,20.0,25.75,0.0179,1306,20.0,17952.91,0.82,0.5276
2198,Porter Inc,False,TN,North Elizabeth,AgriTech,2017,https://porterinc.com,Myself player million want yes artist mother.,26,porter-inc,2023,USD,102478,49436,53042,36273,16769,4440,12329,1024,2049,10280,5159,101015,51754,49261,,102478,199.78,731.42,0.0036,426,20.0,1000.0,5.16,0.5176
2199,Rice LLC,False,EG,Stonechester,HealthTech,2021,https://ricellc.com,It eat think thing source school myself federal record.,16,rice-llc,2023,USD,1518823,321351,1197472,1247392,-49920,4884,-54804,15188,30376,-85180,80570,847875,42393,805482,126568.58,1518823,392.78,637.0,0.0293,1631,77.58,103519.91,0.78,0.7884
2200,Carter Ltd,False,IN,Grahamfort,IoT,2009,https://carterltd.com,Chance staff film summer election possible create.,23,carter-ltd,2023,USD,577871,186108,391763,519722,-127959,2536,-130495,5778,11557,-142052,148129,567531,256725,310806,,577871,20.0,68.18,0.0595,198,242.26,33387.89,4.44,0.6779
2201,Hubbard Gill and Greene,False,ZA,Russellmouth,AI/ML,2012,https://hubbardgillandgreene.com,Size force behavior realize listen station few participant collection hold.,22,hubbard-gill-and-greene,2023,USD,5597415,2425687,3171728,5134068,-1962340,41922,-2004262,55974,111948,-2116210,171190,2989679,167693,2821986,,5597415,938.94,3323.44,0.0631,23322,20.0,441188.91,0.39,0.5666
2202,Alvarado-Torres,False,EG,Patrickborough,Marketplaces,2022,https://alvarado-torres.com,Pattern friend begin force space idea president cultural evidence walk.,25,alvarado-torres,2023,USD,848672,299162,549510,286940,262570,18807,243763,8486,16973,226790,81367,657374,404525,252849,,848672,2453.09,6640.69,0.0268,321,220.22,41118.93,1.98,0.6475
2203,Gray Bauer and Blake,False,FR,Adamsshire,Cybersecurity,2024,https://graybauerandblake.com,Hospital property space ask today product Mrs style.,20,gray-bauer-and-blake,2023,EUR,452929,191497,261432,37252,224180,3071,221109,4529,9058,212051,22301,372985,98017,274968,,452929,200.14,638.98,0.0604,131,286.59,1000.0,22.3,0.5772
2204,Harrington Thomas and Ortega,False,FR,West Patrick,HealthTech,2012,https://harringtonthomasandortega.com,Case tough difficult debate magazine newspaper establish wonder push.,21,harrington-thomas-and-ortega,2023,EUR,1837504,626379,1211125,1291231,-80106,27198,-107304,18375,36750,-144054,102562,1181478,144333,1037145,153125.33,1837504,202.08,831.82,0.0242,19236,7.96,127478.46,0.8,0.6591
2205,Harris Group,False,TN,Gillespiehaven,Energy,2018,https://harrisgroup.com,Many each up skin foreign his son threat.,23,harris-group,2023,USD,1378377,625102,753275,404699,348576,20562,328014,13783,27567,300447,30751,747052,507598,239454,,1378377,1053.22,3813.28,0.003,1251,91.81,56047.49,0.55,0.5465
2206,Rowe Bates and Pearson,False,EG,Margaretmouth,SaaS,2013,https://rowebatesandpearson.com,History quality approach good attack same trouble PM look.,20,rowe-bates-and-pearson,2023,USD,297294,125428,171866,173203,-1337,0,-1337,2972,5945,-7282,17200,338811,116327,222484,24774.5,297294,10.0,23.31,0.0506,244,101.46,9902.3,1.74,0.5781
2207,Green-Scott,False,EG,Jasonchester,IoT,2014,https://green-scott.com,Close already in effort its cover edge.,18,green-scott,2023,USD,1160739,497019,663720,592940,70780,0,70780,11607,23214,47566,19067,604119,205040,399079,,1160739,331.78,1272.6,0.0792,4836,20.0,36457.25,0.52,0.5718
2208,Thompson-Brown,False,EG,North Tina,Fintech,2016,https://thompson-brown.com,Issue economic resource tend case economic bar off occur month.,16,thompson-brown,2023,USD,2614941,187256,2427685,819061,1608624,14883,1593741,26149,52298,1541443,325682,1786394,300363,1486031,,2614941,353.1,1702.54,0.0999,1179,184.8,42171.91,7.72,0.9284
2209,Raymond Smith and Peterson,False,CA,Courtneybury,Cybersecurity,2013,https://raymondsmithandpeterson.com,First system floor myself personal writer treatment.,16,raymond-smith-and-peterson,2023,USD,991997,485236,506761,442515,64246,0,64246,9919,19839,44407,31334,550249,115536,434713,,991997,20.0,59.09,0.0354,1095,75.47,83337.64,0.38,0.5108
2210,Mckinney PLC,False,ZA,Nolanchester,Cybersecurity,2011,https://mckinneyplc.com,Control majority opportunity respond single can.,13,mckinney-plc,2023,USD,1627695,878249,749446,1192810,-443364,5755,-449119,16276,32553,-481672,52220,902935,538631,364304,,1627695,20.0,29.67,0.016,955,141.89,95780.55,0.55,0.4604
2211,Kelley Inc,False,FR,Williamshaven,Fintech,2022,https://kelleyinc.com,Wife say make although character owner more glass too pressure street.,18,kelley-inc,2023,EUR,263645,91205,172440,100888,71552,15196,56356,2636,5272,51084,11005,216071,125424,90647,,263645,20.0,93.27,0.001,199,109.99,31111.97,0.35,0.6541
2212,Carpenter-Wang,False,BR,Christinetown,E-commerce,2010,https://carpenter-wang.com,Suggest list reflect goal per believe both face.,17,carpenter-wang,2023,USD,1210320,416201,794119,1008717,-214598,2093,-216691,12103,24206,-240897,68939,721547,390209,331338,,1210320,154.42,802.82,0.0714,730,137.99,78152.08,0.88,0.6561
2213,Berger-Gordon,False,NG,North Larry,Cybersecurity,2020,https://berger-gordon.com,Physical look to rest.,17,berger-gordon,2023,USD,881280,289860,591420,221385,370035,7992,362043,8812,17625,344418,22967,572549,215971,356578,,881280,20.0,43.88,0.0363,406,180.71,21263.6,1.08,0.6711
2214,Walker Group,False,ZA,North Caitlinberg,AI/ML,2013,https://walkergroup.com,Board near lay fund very statement.,11,walker-group,2023,USD,1432060,639945,792115,1451935,-659820,7469,-667289,14320,28641,-695930,149445,941835,229120,712715,,1432060,1303.54,3713.9,0.0339,1161,102.77,114886.48,1.3,0.5531
2215,Campbell Group,False,TN,Port Eric,AI/ML,2020,https://campbellgroup.com,Early participant kitchen eat beautiful including in.,18,campbell-group,2023,USD,529088,201056,328032,26454,301578,0,301578,5290,10581,290997,97814,534985,232178,302807,,529088,485.01,2817.79,0.0346,2204,20.0,1000.0,97.81,0.62
2216,Chase-Thompson,False,US,South Christopher,HealthTech,2018,https://chase-thompson.com,Whose fund against several economy for full inside.,26,chase-thompson,2023,USD,1855300,966739,888561,771191,117370,45452,71918,18553,37106,34812,16305,1007487,214710,792777,154608.33,1855300,129.67,226.57,0.0447,6615,23.37,58330.58,0.28,0.4789
2217,Shannon Ltd,False,KE,South Crystal,Marketplaces,2012,https://shannonltd.com,Section century right both account whether tough suddenly true.,23,shannon-ltd,2023,USD,3037177,491351,2545826,396950,2148876,5061,2143815,30371,60743,2083072,170772,1765287,515747,1249540,,3037177,20.0,117.2,0.0465,643,393.44,16705.83,10.22,0.8382
2218,Pierce-Williams,False,GB,West Stevenland,HealthTech,2013,https://pierce-williams.com,Will bar mission support law.,18,pierce-williams,2023,USD,1015579,440954,574625,453918,120707,16540,104167,10155,20311,83856,51339,566552,234222,332330,84631.58,1015579,242.32,1382.36,0.0799,16926,5.0,39164.92,1.31,0.5658
2219,George Patrick and Bonilla,False,AU,Laurenborough,Cybersecurity,2009,https://georgepatrickandbonilla.com,Sound set try admit ten evening example old floor bank.,21,george-patrick-and-bonilla,2023,USD,1682871,814353,868518,1320663,-452145,21469,-473614,16828,33657,-507271,73071,1112593,270065,842528,,1682871,20.0,35.78,0.001,1663,84.28,122603.48,0.6,0.5161
2220,Rivera-Roth,False,TN,Perkinsborough,AgriTech,2017,https://rivera-roth.com,Team relationship dinner challenge computer raise.,13,rivera-roth,2023,USD,577668,307973,269695,372864,-103169,0,-103169,5776,11553,-114722,23794,501240,217158,284082,,577668,336.85,221.78,0.0631,902,53.35,66098.83,0.36,0.4669
